Gene stable ID	Gene name	NCBI gene ID
ENSRNOG00000037709	Armcx1	51309
ENSRNOG00000007564	Evc	2121
ENSRNOG00000007061	Arhgef33	100271715
ENSRNOG00000024746	Olr332	219981
ENSRNOG00000050119	Try10	5644
ENSRNOG00000050119	Try10	5645
ENSRNOG00000025497	Fbxl6	26233
ENSRNOG00000016624	AABR07000276.1	1072
ENSRNOG00000016683	Zfp668	79759
ENSRNOG00000015502	Hiatl3	64645
ENSRNOG00000043417	AC123144.1	768206
ENSRNOG00000005450	Lsm11	134353
ENSRNOG00000019942	Fbxo17	115290
ENSRNOG00000016754	Bcs1l	617
ENSRNOG00000013578	Trem2	54209
ENSRNOG00000000783	Trim40	135644
ENSRNOG00000001613	Zbtb11	27107
ENSRNOG00000042884	Hsd3b3	3284
ENSRNOG00000042884	Hsd3b3	3283
ENSRNOG00000015160	Gem	2669
ENSRNOG00000010761	Sftpb	6439
ENSRNOG00000002782	Epgn	255324
ENSRNOG00000053372	Olr361	441608
ENSRNOG00000016437	Tm4sf4	7104
ENSRNOG00000045617	Pglyrp3b	114771
ENSRNOG00000052232	Cyb561d1	284613
ENSRNOG00000002951	Ccnb3	85417
ENSRNOG00000054459	Mboat7	79143
ENSRNOG00000021424	Cd300lf	146722
ENSRNOG00000004711	Mta1	9112
ENSRNOG00000055773	Olr1424	127074
ENSRNOG00000055773	Olr1424	401993
ENSRNOG00000055773	Olr1424	343563
ENSRNOG00000009950	Msantd2	79684
ENSRNOG00000037175	Prss50	29122
ENSRNOG00000015442	Sfxn3	81855
ENSRNOG00000060750	Rnf111	54778
ENSRNOG00000033714	AABR07006264.1	503497
ENSRNOG00000030876	Krt72	140807
ENSRNOG00000033134	Mef2c	4208
ENSRNOG00000057881	Sppl2b	56928
ENSRNOG00000043077	Zfpm1	161882
ENSRNOG00000043154	Prr19	284338
ENSRNOG00000012959	Nab1	4664
ENSRNOG00000012609	Trdn	10345
ENSRNOG00000045621	Gatc	283459
ENSRNOG00000036673	Sectm1b	6398
ENSRNOG00000049104	LOC100911256	51199
ENSRNOG00000005465	Kcnmb1	3779
ENSRNOG00000046272	LOC103689931	3182
ENSRNOG00000007335	Ccl11	6356
ENSRNOG00000021469	Ccdc14	64770
ENSRNOG00000000815	Smpdl3a	10924
ENSRNOG00000010594	LOC500124	136895
ENSRNOG00000048824	Rnf165	494470
ENSRNOG00000029943	Olr330	390195
ENSRNOG00000025503	Slc38a8	146167
ENSRNOG00000038155	LOC100912990	245908
ENSRNOG00000007529	Bmf	90427
ENSRNOG00000025052	Stard5	80765
ENSRNOG00000058724	Thap6	152815
ENSRNOG00000024212	Tent4b	64282
ENSRNOG00000018066	Bccip	56647
ENSRNOG00000011104	Rpl22	6146
ENSRNOG00000017069	Mark4	57787
ENSRNOG00000052229	LOC103690289	6590
ENSRNOG00000024025	Edc4	23644
ENSRNOG00000011530	Mindy4	84182
ENSRNOG00000012312	Prr9	574414
ENSRNOG00000008902	Pon1	5444
ENSRNOG00000008652	Phip	55023
ENSRNOG00000057096	Gnai1	2770
ENSRNOG00000006412	Zhx1	11244
ENSRNOG00000018395	Usp40	55230
ENSRNOG00000030468	Olr475	390162
ENSRNOG00000033588	Siglec15	284266
ENSRNOG00000047319	Caprin2	65981
ENSRNOG00000008526	Pdzd3	79849
ENSRNOG00000047261	AABR07031445.1	10982
ENSRNOG00000016707	Casp2	835
ENSRNOG00000008409	Myo1f	4542
ENSRNOG00000019615	Colq	8292
ENSRNOG00000027014	Spata31d1	389762
ENSRNOG00000027014	Spata31d1	389761
ENSRNOG00000027014	Spata31d1	389763
ENSRNOG00000022800	Sp140	3431
ENSRNOG00000023851	Igsf3	3321
ENSRNOG00000008713	Slc41a2	84102
ENSRNOG00000002440	Ralb	5899
ENSRNOG00000017620	Ceacam11	634
ENSRNOG00000017620	Ceacam11	1088
ENSRNOG00000017620	Ceacam11	5671
ENSRNOG00000017620	Ceacam11	440533
ENSRNOG00000017620	Ceacam11	5669
ENSRNOG00000017620	Ceacam11	5673
ENSRNOG00000017620	Ceacam11	5676
ENSRNOG00000017620	Ceacam11	5675
ENSRNOG00000017620	Ceacam11	5672
ENSRNOG00000017620	Ceacam11	5670
ENSRNOG00000017620	Ceacam11	5680
ENSRNOG00000008035	Cinp	51550
ENSRNOG00000019428	Higd1a	25994
ENSRNOG00000011414	Psmc3	5702
ENSRNOG00000004198	Stxbp6	29091
ENSRNOG00000039717	Ipo11	51194
ENSRNOG00000009274	Fut11	170384
ENSRNOG00000015260	Lpar3	23566
ENSRNOG00000046494	LOC100361018	414152
ENSRNOG00000012767	Micu3	286097
ENSRNOG00000018369	Prx	57716
ENSRNOG00000011989	Vat1l	57687
ENSRNOG00000011696	Lifr	3977
ENSRNOG00000009686	Aqp7	100509620
ENSRNOG00000047459	Hist1h1e	3008
ENSRNOG00000006102	Pole4	56655
ENSRNOG00000000607	RGD1559903	90861
ENSRNOG00000007811	Klrb1c	3820
ENSRNOG00000003177	Mat2b	27430
ENSRNOG00000056257	Cacng7	59284
ENSRNOG00000016695	Mmp2	4313
ENSRNOG00000060344	AABR07073045.1	6230
ENSRNOG00000029744	Ces2j	8824
ENSRNOG00000011184	Slc13a4	26266
ENSRNOG00000057416	Zfp763	197320
ENSRNOG00000057416	Zfp763	642819
ENSRNOG00000031965	Impdh2	3615
ENSRNOG00000010806	Npvf	64111
ENSRNOG00000013598	Melk	9833
ENSRNOG00000011542	Apopt1	84334
ENSRNOG00000017105	Dpyd	1806
ENSRNOG00000056659	Mecp2	4204
ENSRNOG00000029768	Ccl12	6355
ENSRNOG00000055089	Slc44a1	23446
ENSRNOG00000014637	Atxn10	25814
ENSRNOG00000037327	F8a1	8263
ENSRNOG00000037327	F8a1	474383
ENSRNOG00000037327	F8a1	474384
ENSRNOG00000049123	AABR07066510.1	170961
ENSRNOG00000043323	Il36b	27177
ENSRNOG00000020663	Pygo2	90780
ENSRNOG00000052510	Wnt10a	80326
ENSRNOG00000009225	Copz2	51226
ENSRNOG00000045902	Izumo2	126123
ENSRNOG00000007853	Prdm10	56980
ENSRNOG00000006114	Cfap69	79846
ENSRNOG00000011678	Wbp4	11193
ENSRNOG00000014424	RGD1563354	85449
ENSRNOG00000014483	Ino80	54617
ENSRNOG00000005883	Nek10	152110
ENSRNOG00000026319	Akap9	10142
ENSRNOG00000003837	Mif4gd	57409
ENSRNOG00000005135	Bclaf3	256643
ENSRNOG00000031004	Cyp2j4	1558
ENSRNOG00000029365	Olr210	338755
ENSRNOG00000020417	Gsk3a	2931
ENSRNOG00000053583	Mapk3	5595
ENSRNOG00000050463	LOC100911426	100529097
ENSRNOG00000037085	Xirp1	165904
ENSRNOG00000056184	Lrp2	4036
ENSRNOG00000057943	AABR07058884.2	113251
ENSRNOG00000011729	Nxf2	55998
ENSRNOG00000011729	Nxf2	56001
ENSRNOG00000011729	Nxf2	728343
ENSRNOG00000016348	Tat	6898
ENSRNOG00000000376	Tmem167b	56900
ENSRNOG00000034022	Taf2	6873
ENSRNOG00000047496	LOC108349258	127540
ENSRNOG00000017758	LOC361985	25912
ENSRNOG00000023089	AABR07067520.1	643677
ENSRNOG00000016267	Chst15	51363
ENSRNOG00000011094	Efcab6	64800
ENSRNOG00000011591	Mettl21c	196541
ENSRNOG00000048875	Znrf4	148066
ENSRNOG00000026844	Lypd8	646627
ENSRNOG00000008489	Ppih	10465
ENSRNOG00000015027	Il18r1	8809
ENSRNOG00000032394	Tymp	1890
ENSRNOG00000013034	Dupd1	338599
ENSRNOG00000015347	Trim45	80263
ENSRNOG00000048941	Olr1197	219858
ENSRNOG00000024204	Ifne	338376
ENSRNOG00000029881	Clec4m	30835
ENSRNOG00000014856	Etnk1	55500
ENSRNOG00000056678	Nckap5l	57701
ENSRNOG00000057078	Ddit4	54541
ENSRNOG00000048310	AABR07053518.1	255252
ENSRNOG00000008463	Rundc3b	154661
ENSRNOG00000023299	Hfm1	164045
ENSRNOG00000020970	Rundc3a	10900
ENSRNOG00000018778	Cadm1	23705
ENSRNOG00000049748	Olr232	120776
ENSRNOG00000009862	Olfm1	10439
ENSRNOG00000014251	Capn5	726
ENSRNOG00000030238	Fndc5	252995
ENSRNOG00000015514	Bcat1	586
ENSRNOG00000061595	Tfec	22797
ENSRNOG00000011387	Tet3	200424
ENSRNOG00000018967	Wdr59	79726
ENSRNOG00000009979	Sebox	645832
ENSRNOG00000016535	Ccl22	6367
ENSRNOG00000000109	Fgf20	26281
ENSRNOG00000009397	Kbtbd4	55709
ENSRNOG00000024414	Ate1	11101
ENSRNOG00000012417	Iapp	3375
ENSRNOG00000056212	Flt3lg	2323
ENSRNOG00000030242	AABR07024115.1	6234
ENSRNOG00000049223	Vipas39	63894
ENSRNOG00000013596	Dimt1	27292
ENSRNOG00000011748	S100a5	6276
ENSRNOG00000019589	Tas1r3	83756
ENSRNOG00000015393	Slc32a1	140679
ENSRNOG00000001599	Rwdd2b	10069
ENSRNOG00000009125	Dis3	22894
ENSRNOG00000057755	NEWGENE_1304700	8509
ENSRNOG00000046527	Phf20l1	51105
ENSRNOG00000004753	Napb	63908
ENSRNOG00000028505	Rps18l1	6222
ENSRNOG00000037124	Fam227b	196951
ENSRNOG00000018646	Hbegf	1839
ENSRNOG00000004006	Dnajb9	4189
ENSRNOG00000004623	Rag2	5897
ENSRNOG00000005715	Lgr4	55366
ENSRNOG00000034115	Olr441	390181
ENSRNOG00000012663	Mfsd6	54842
ENSRNOG00000006734	Olr1606	26696
ENSRNOG00000052704	Atp6v0a2	23545
ENSRNOG00000005033	Acvr1	90
ENSRNOG00000048450	Cyp4f37	11283
ENSRNOG00000031950	Izumo4	113177
ENSRNOG00000047917	Plscr5	389158
ENSRNOG00000039877	Smim11	102723553
ENSRNOG00000000419	Cfb	629
ENSRNOG00000004612	Ppp1cb	5500
ENSRNOG00000002922	Adora2b	136
ENSRNOG00000049345	Mep1b	4225
ENSRNOG00000061910	Igfbp3	3486
ENSRNOG00000031174	Arnt	405
ENSRNOG00000002506	Cdkl2	8999
ENSRNOG00000016167	Spata2L	124044
ENSRNOG00000055974	Olr294	388761
ENSRNOG00000003980	Ttc1	7265
ENSRNOG00000015168	LOC365238	26017
ENSRNOG00000017273	RGD1563917	3431
ENSRNOG00000046848	PCOLCE2	26577
ENSRNOG00000006762	LOC100359574	4809
ENSRNOG00000012357	Unc45a	55898
ENSRNOG00000008873	Ino80b	83444
ENSRNOG00000007400	Srebf2	6721
ENSRNOG00000059474	Mob1a	55233
ENSRNOG00000024530	Lyrm1	57149
ENSRNOG00000011025	Trmt10a	93587
ENSRNOG00000015144	Ist1	9798
ENSRNOG00000017756	Mmp21	118856
ENSRNOG00000010574	Ptpn1	5770
ENSRNOG00000015582	Me2	4200
ENSRNOG00000017003	Plxna1	5361
ENSRNOG00000021381	Ccdc68	80323
ENSRNOG00000016953	Chst4	10164
ENSRNOG00000013764	Fam118a	55007
ENSRNOG00000053026	Shcbp1	79801
ENSRNOG00000059903	Thbs3	7059
ENSRNOG00000059653	Rpp25l	138716
ENSRNOG00000046975	Sult4a1	25830
ENSRNOG00000015476	Ubxn11	91544
ENSRNOG00000031506	Ftl1	2512
ENSRNOG00000002174	Cwh43	80157
ENSRNOG00000009782	Efcab7	84455
ENSRNOG00000009951	Aif1l	83543
ENSRNOG00000004710	Rbks	64080
ENSRNOG00000047491	AABR07037520.1	7216
ENSRNOG00000001325	Il3ra	3563
ENSRNOG00000000507	Tulp1	7287
ENSRNOG00000003137	Sept12	124404
ENSRNOG00000002950	Lyl1	4066
ENSRNOG00000018110	Svil	6840
ENSRNOG00000006814	Klrg2	346689
ENSRNOG00000006326	Atraid	51374
ENSRNOG00000019976	Spata24	202051
ENSRNOG00000017463	Bloc1s3	388552
ENSRNOG00000013536	Cdc42	998
ENSRNOG00000001679	Gabrr3	200959
ENSRNOG00000045765	MGC94207	414919
ENSRNOG00000009894	Vps50	55610
ENSRNOG00000008075	Ift74	80173
ENSRNOG00000049596	Cfap58	159686
ENSRNOG00000013223	Fah	2184
ENSRNOG00000049792	Glra3	8001
ENSRNOG00000024636	Gpr85	54329
ENSRNOG00000027240	Kndc1	85442
ENSRNOG00000001728	Fam43a	131583
ENSRNOG00000004890	Adcy8	114
ENSRNOG00000026582	RGD1310212	23133
ENSRNOG00000017873	Sct	6343
ENSRNOG00000027924	Fam83g	644815
ENSRNOG00000005093	Lgr6	59352
ENSRNOG00000001908	Klhl6	89857
ENSRNOG00000000485	Bak1	578
ENSRNOG00000008552	P2rx3	5024
ENSRNOG00000033688	Cep170b	283638
ENSRNOG00000014156	Fut7	2529
ENSRNOG00000057806	Trpm7	54822
ENSRNOG00000047053	Thyn1	29087
ENSRNOG00000012991	Adgra2	25960
ENSRNOG00000013690	Clba1	122616
ENSRNOG00000042740	Mrpl42	28977
ENSRNOG00000005269	Srl	6345
ENSRNOG00000015018	Pdia3	2923
ENSRNOG00000032137	Foxb2	442425
ENSRNOG00000030170	Krt10	3858
ENSRNOG00000033600	Zfp352	105378952
ENSRNOG00000060914	Nudcd2	134492
ENSRNOG00000026430	Trim58	25893
ENSRNOG00000006032	Banf2	140836
ENSRNOG00000060463	AABR07062799.2	5581
ENSRNOG00000033492	Olr1452	343172
ENSRNOG00000033492	Olr1452	391195
ENSRNOG00000033492	Olr1452	127064
ENSRNOG00000029339	LOC100363268	4725
ENSRNOG00000031448	Stpg1	90529
ENSRNOG00000053787	Mdfic	29969
ENSRNOG00000026861	AABR07002071.1	65982
ENSRNOG00000002999	Timmdc1	51300
ENSRNOG00000002501	Ddx3y	1654
ENSRNOG00000024578	Ttyh2	94015
ENSRNOG00000018853	Slc28a3	64078
ENSRNOG00000050552	AABR07053516.1	8773
ENSRNOG00000022694	Plekhg5	57449
ENSRNOG00000007253	Cbll1	79872
ENSRNOG00000023850	Tbrg1	84897
ENSRNOG00000007664	Tnfrsf13c	115650
ENSRNOG00000018692	Mc4r	4160
ENSRNOG00000021199	Fcgr1a	2210
ENSRNOG00000007648	Rab11b	9230
ENSRNOG00000015781	Ndst3	9348
ENSRNOG00000000809	Atat1	79969
ENSRNOG00000006048	Ezh2	2146
ENSRNOG00000010076	Pkp1	5317
ENSRNOG00000048932	Smagp	57228
ENSRNOG00000003897	Col1a1	1277
ENSRNOG00000013746	Senp3	26168
ENSRNOG00000012428	Maf	4094
ENSRNOG00000019043	NEWGENE_1311658	5133
ENSRNOG00000011598	Slc15a1	6564
ENSRNOG00000051867	Zfp600	80778
ENSRNOG00000047708	Gstz1	2954
ENSRNOG00000034289	AABR07014298.1	4710
ENSRNOG00000017489	Gse1	23199
ENSRNOG00000022943	Dgka	1606
ENSRNOG00000008173	Sesn3	143686
ENSRNOG00000038868	Iqcb1	9657
ENSRNOG00000015459	Heatr3	55027
ENSRNOG00000055597	Hdac7	51564
ENSRNOG00000014380	AABR07003176.1	342892
ENSRNOG00000037567	RGD1309730	119710
ENSRNOG00000017914	Cavin3	112464
ENSRNOG00000010625	Dnmt3b	1789
ENSRNOG00000059229	Olr1335	390264
ENSRNOG00000059229	Olr1335	219870
ENSRNOG00000059229	Olr1335	219869
ENSRNOG00000059229	Olr1335	390265
ENSRNOG00000025787	Spag6l	9576
ENSRNOG00000011034	Tcp11x2	100996648
ENSRNOG00000061348	Fam53b	9679
ENSRNOG00000013112	Dusp13	51207
ENSRNOG00000025332	Cd109	135228
ENSRNOG00000021793	Tmem136	219902
ENSRNOG00000013729	RGD1306271	57670
ENSRNOG00000019959	Kcnc3	3748
ENSRNOG00000010379	Celf1	10658
ENSRNOG00000008415	Nab2	4665
ENSRNOG00000004130	Anapc4	29945
ENSRNOG00000001726	Tmem44	93109
ENSRNOG00000057880	Myh11	4629
ENSRNOG00000008628	Ica1	3382
ENSRNOG00000020426	Erf	2077
ENSRNOG00000027434	Fitm2	128486
ENSRNOG00000040301	Galntl5	168391
ENSRNOG00000049531	Usp19	10869
ENSRNOG00000000493	Snrpc	6631
ENSRNOG00000022760	Rubcnl	80183
ENSRNOG00000049034	Ptrh1	138428
ENSRNOG00000031440	Nova1	4857
ENSRNOG00000005964	Nr4a3	8013
ENSRNOG00000019970	mrpl11	65003
ENSRNOG00000007066	Htr5a	3361
ENSRNOG00000008517	Cdc42ep1	11135
ENSRNOG00000017233	Mmachc	25974
ENSRNOG00000009432	Eif2s1	1965
ENSRNOG00000015921	Esco2	157570
ENSRNOG00000019154	Zmynd8	23613
ENSRNOG00000031162	Ccl24	6369
ENSRNOG00000055962	Bgn	633
ENSRNOG00000015682	Kel	3792
ENSRNOG00000010031	Vtn	7448
ENSRNOG00000060528	Cacna1g	8913
ENSRNOG00000011857	Mtpn	136319
ENSRNOG00000016503	Smarcal1	50485
ENSRNOG00000032639	Foxo6	100132074
ENSRNOG00000058545	Arhgap4	393
ENSRNOG00000038921	Tex35	84066
ENSRNOG00000007395	Baat	570
ENSRNOG00000058039	Acta2	59
ENSRNOG00000054011	Tbc1d8b	54885
ENSRNOG00000054514	Mkln1	4289
ENSRNOG00000046969	AABR07034438.1	26043
ENSRNOG00000012563	Arhgap29	9411
ENSRNOG00000006947	Pdhx	8050
ENSRNOG00000059140	Myo1g	64005
ENSRNOG00000007127	Bbs5	129880
ENSRNOG00000012420	Bcl9l	283149
ENSRNOG00000055934	Dmkn	93099
ENSRNOG00000009580	Lca5	167691
ENSRNOG00000028533	LOC689618	128602
ENSRNOG00000027229	Slc35d2	11046
ENSRNOG00000002343	Uchl1	7345
ENSRNOG00000007640	Npbwr1	2831
ENSRNOG00000005203	Sec61g	23480
ENSRNOG00000050521	Tspo2	222642
ENSRNOG00000039837	Jade3	9767
ENSRNOG00000046140	AABR07049184.1	105378952
ENSRNOG00000052014	Olr510	219464
ENSRNOG00000006985	Ccnk	8812
ENSRNOG00000019996	Slc16a1	6566
ENSRNOG00000002225	Scarb2	950
ENSRNOG00000010410	Serpina3c	12
ENSRNOG00000001551	Atp5pf	522
ENSRNOG00000001986	Fam243a	102723451
ENSRNOG00000001177	Acads	35
ENSRNOG00000047700	AC121203.2	26682
ENSRNOG00000047700	AC121203.2	79501
ENSRNOG00000004142	Efcab9	285588
ENSRNOG00000026260	Rpl11	6135
ENSRNOG00000040122	Myoz1	58529
ENSRNOG00000007369	Shisa4	149345
ENSRNOG00000047027	Unc93a	54346
ENSRNOG00000028955	AABR07006042.1	81872
ENSRNOG00000028955	AABR07006042.1	728279
ENSRNOG00000028955	AABR07006042.1	730755
ENSRNOG00000028955	AABR07006042.1	85294
ENSRNOG00000028955	AABR07006042.1	728224
ENSRNOG00000028955	AABR07006042.1	100132386
ENSRNOG00000028955	AABR07006042.1	653240
ENSRNOG00000028955	AABR07006042.1	85289
ENSRNOG00000028955	AABR07006042.1	84616
ENSRNOG00000028955	AABR07006042.1	85291
ENSRNOG00000028955	AABR07006042.1	85285
ENSRNOG00000028955	AABR07006042.1	728318
ENSRNOG00000028955	AABR07006042.1	83899
ENSRNOG00000028955	AABR07006042.1	83900
ENSRNOG00000028955	AABR07006042.1	83901
ENSRNOG00000028955	AABR07006042.1	85280
ENSRNOG00000028955	AABR07006042.1	81870
ENSRNOG00000028955	AABR07006042.1	100507608
ENSRNOG00000028955	AABR07006042.1	100505724
ENSRNOG00000039906	Abo3	28
ENSRNOG00000029427	Grhl3	57822
ENSRNOG00000033956	AC128967.2	132625
ENSRNOG00000049772	Gemin7	79760
ENSRNOG00000033343	Prss36	146547
ENSRNOG00000047268	Olr651	219428
ENSRNOG00000015496	Tpm4	7171
ENSRNOG00000002194	Coq2	27235
ENSRNOG00000055858	Myb	4602
ENSRNOG00000017409	Wnt6	7475
ENSRNOG00000029574	Rps4x-ps9	6191
ENSRNOG00000052192	LOC103694079	203547
ENSRNOG00000016575	Tnfrsf1b	7133
ENSRNOG00000029071	Unc5c	8633
ENSRNOG00000015614	Ppp1r16b	26051
ENSRNOG00000061695	Slc23a1	9963
ENSRNOG00000010098	Plek2	26499
ENSRNOG00000021773	Bop1	23246
ENSRNOG00000060893	Svs3a	6406
ENSRNOG00000060893	Svs3a	6407
ENSRNOG00000017133	LOC306766	57179
ENSRNOG00000000473	Pfdn6	10471
ENSRNOG00000042690	Zmat4	79698
ENSRNOG00000047393	Krt18	3875
ENSRNOG00000039197	LOC108348074	1306
ENSRNOG00000018118	Atad3a	55210
ENSRNOG00000009446	Rxra	6256
ENSRNOG00000045649	Arrdc3	57561
ENSRNOG00000014793	Gpr149	344758
ENSRNOG00000039325	Grxcr2	643226
ENSRNOG00000057042	Pcca	5095
ENSRNOG00000028743	Gal3st3	89792
ENSRNOG00000036585	Cfap43	80217
ENSRNOG00000004831	Arid2	196528
ENSRNOG00000008819	Krt84	3890
ENSRNOG00000042025	AABR07030520.1	9884
ENSRNOG00000042025	AABR07030520.1	474170
ENSRNOG00000017528	Gpr157	80045
ENSRNOG00000009681	Flot2	2319
ENSRNOG00000000587	Rpf2	84154
ENSRNOG00000011559	Cnn3	1266
ENSRNOG00000047786	NEWGENE_1308171	4969
ENSRNOG00000059611	Olr1339	219875
ENSRNOG00000019417	Hsd3b5	3284
ENSRNOG00000019417	Hsd3b5	3283
ENSRNOG00000045626	Pkd1l2	114780
ENSRNOG00000018736	LOC100911615	57104
ENSRNOG00000015498	Il17rb	55540
ENSRNOG00000049642	Smim5	643008
ENSRNOG00000020563	Cma1	1215
ENSRNOG00000002125	Ccni	10983
ENSRNOG00000033680	Cyp2b1	1558
ENSRNOG00000001007	Baiap2l1	55971
ENSRNOG00000001374	Rasal1	8437
ENSRNOG00000042536	Pde4d	5144
ENSRNOG00000020420	Pklr	5313
ENSRNOG00000022766	LOC100911776	220388
ENSRNOG00000039980	Slc25a5	292
ENSRNOG00000027264	Dagla	747
ENSRNOG00000008368	Nanog	79923
ENSRNOG00000018061	Tmem80	283232
ENSRNOG00000018564	Nup93	9688
ENSRNOG00000050293	Olr1569	284521
ENSRNOG00000043426	Kyat3	56267
ENSRNOG00000021705	LOC102556092	144348
ENSRNOG00000020845	Tyrobp	7305
ENSRNOG00000002862	Clcn5	1184
ENSRNOG00000010881	Trak2	66008
ENSRNOG00000013698	AABR07041218.1	26136
ENSRNOG00000027784	Tsku	25987
ENSRNOG00000025624	Arhgap20	57569
ENSRNOG00000005413	Creb3l1	90993
ENSRNOG00000014199	Zfp703	80139
ENSRNOG00000008024	Pxk	54899
ENSRNOG00000002397	Slc30a10	55532
ENSRNOG00000000405	Vgll2	245806
ENSRNOG00000018553	Pitpnm1	9600
ENSRNOG00000061224	Olr495	81168
ENSRNOG00000061224	Olr495	219477
ENSRNOG00000014988	Ftmt	94033
ENSRNOG00000004642	Lmx1a	4009
ENSRNOG00000049136	LOC100909885	283159
ENSRNOG00000030387	Kng1	3827
ENSRNOG00000019189	Acat2	39
ENSRNOG00000001813	Dnm1l	10059
ENSRNOG00000018272	Zfp511	118472
ENSRNOG00000001199	Pop5	51367
ENSRNOG00000032733	AABR07002966.1	4710
ENSRNOG00000059369	LOC103691966	6406
ENSRNOG00000059369	LOC103691966	6407
ENSRNOG00000016883	Entpd7	57089
ENSRNOG00000016316	Mcm2	4171
ENSRNOG00000014900	Crem	1390
ENSRNOG00000000991	Arpc1b	10095
ENSRNOG00000014720	Srbd1	55133
ENSRNOG00000009339	Cenpe	1062
ENSRNOG00000020554	Slc50a1	55974
ENSRNOG00000022274	Slc2a8	29988
ENSRNOG00000014277	Zdhhc13	54503
ENSRNOG00000011315	Med16	10025
ENSRNOG00000020330	Wdr47	22911
ENSRNOG00000022686	Zdhhc2	51201
ENSRNOG00000046395	AABR07006576.1	6206
ENSRNOG00000029500	Tapbp	6892
ENSRNOG00000028415	Cdc20	991
ENSRNOG00000015182	Ppp2cb	5516
ENSRNOG00000019724	Ganab	23193
ENSRNOG00000021143	Setdb1	9869
ENSRNOG00000021656	RGD1359334	54964
ENSRNOG00000021726	Tlr3	7098
ENSRNOG00000011831	Nudt18	79873
ENSRNOG00000031662	Slc6a5	9152
ENSRNOG00000002208	Shroom3	57619
ENSRNOG00000015544	LOC100909441	84790
ENSRNOG00000039994	Upf3b	65109
ENSRNOG00000012371	Car7	766
ENSRNOG00000045797	Lep	3952
ENSRNOG00000013170	Il13ra1	3597
ENSRNOG00000010950	Cep41	95681
ENSRNOG00000015568	Plpp5	84513
ENSRNOG00000006471	Pvalb	5816
ENSRNOG00000033059	Galnt6	11226
ENSRNOG00000001165	Tmprss3	64699
ENSRNOG00000009281	Commd1	150684
ENSRNOG00000006920	Htr3b	9177
ENSRNOG00000050220	Nrxn1	9378
ENSRNOG00000049831	LOC100910409	26494
ENSRNOG00000049831	LOC100910409	219865
ENSRNOG00000006700	Wdyhv1	55093
ENSRNOG00000053047	Top2a	7153
ENSRNOG00000005787	Erp27	121506
ENSRNOG00000042612	Rnase12	493901
ENSRNOG00000046211	Fbxw4	6468
ENSRNOG00000005332	Csdc2	27254
ENSRNOG00000017619	Aldh1a1	216
ENSRNOG00000010688	Nrgn	4900
ENSRNOG00000002418	Tgfb2	7042
ENSRNOG00000056870	Gdi1	2664
ENSRNOG00000001747	LOC100910732	5062
ENSRNOG00000009886	Fkbp14	55033
ENSRNOG00000005535	Ikzf4	64375
ENSRNOG00000007611	Hoxb7	3217
ENSRNOG00000003899	Krt14	3861
ENSRNOG00000046227	Tprg1l	127262
ENSRNOG00000006514	Vezt	55591
ENSRNOG00000027060	Galr3	8484
ENSRNOG00000053269	Tmem106c	79022
ENSRNOG00000002625	Ptpn4	5775
ENSRNOG00000028075	LOC360479	146562
ENSRNOG00000004772	Cytip	9595
ENSRNOG00000033076	Thnsl1	79896
ENSRNOG00000028649	Tox3	27324
ENSRNOG00000003239	Cant1	124583
ENSRNOG00000002997	Slc9a3r2	9351
ENSRNOG00000037595	Gpbp1l1	60313
ENSRNOG00000014551	Ccnj	54619
ENSRNOG00000014986	Ube4b	10277
ENSRNOG00000010492	Sp2	6668
ENSRNOG00000053093	Vom1r99	317705
ENSRNOG00000030538	Slco1b2	28234
ENSRNOG00000030538	Slco1b2	10599
ENSRNOG00000030538	Slco1b2	338821
ENSRNOG00000013198	Olr377	219957
ENSRNOG00000011142	Cyb5b	80777
ENSRNOG00000006393	Sirt6	51548
ENSRNOG00000011081	Serpina7	6906
ENSRNOG00000001388	Sds	10993
ENSRNOG00000011584	Gpatch1	55094
ENSRNOG00000022950	Dppa3	359787
ENSRNOG00000005049	Tbr1	10716
ENSRNOG00000009594	Snai1	6615
ENSRNOG00000009453	Mob3b	79817
ENSRNOG00000013000	Ldhb	3945
ENSRNOG00000002358	Scpep1	59342
ENSRNOG00000033090	Ltbp1	4052
ENSRNOG00000011716	Degs2	123099
ENSRNOG00000019957	Lrig2	9860
ENSRNOG00000059401	Ccdc40	55036
ENSRNOG00000013907	Sall1	6299
ENSRNOG00000053451	Vom1r76	317705
ENSRNOG00000009181	Dleu7	220107
ENSRNOG00000014665	Dhdds	79947
ENSRNOG00000059227	Akap3	10566
ENSRNOG00000003122	Hdac8	55869
ENSRNOG00000018840	Rnf40	9810
ENSRNOG00000051235	C2	717
ENSRNOG00000002180	Tbc1d1	23216
ENSRNOG00000009042	Sec24c	9632
ENSRNOG00000001785	Etv5	2119
ENSRNOG00000007924	Mios	54468
ENSRNOG00000019163	Syt6	148281
ENSRNOG00000015762	Abtb1	80325
ENSRNOG00000015566	Atp6v1e2	90423
ENSRNOG00000055721	Rnf128	79589
ENSRNOG00000004857	L2hgdh	79944
ENSRNOG00000050647	Hspa1b	3303
ENSRNOG00000050647	Hspa1b	3304
ENSRNOG00000051450	Abracl	58527
ENSRNOG00000014726	Acsm4	341392
ENSRNOG00000014522	Mlycd	23417
ENSRNOG00000039388	Prrt4	401399
ENSRNOG00000012735	Kif24	347240
ENSRNOG00000026644	Glipr1	11010
